CustomerID,segment,Recency,Frequency,Monetary
CUST_0773,0,25,3,8420.32
CUST_0774,0,1,5,14330.43
CUST_0775,0,251,5,21981.61
CUST_0776,0,122,5,37735.16
CUST_0777,2,397,1,1863.84
CUST_0778,0,133,3,17812.14
CUST_0779,0,26,6,24177.21
CUST_0780,1,306,7,60088.08
CUST_0781,1,50,5,57314.47
CUST_0782,2,660,1,9056.49
CUST_0783,1,125,11,80126.64
CUST_0784,0,169,1,11569.04
CUST_0785,0,181,3,32180.730000000003
CUST_0786,1,146,10,38698.0
CUST_0787,0,43,4,25610.26
CUST_0788,2,441,3,6458.500000000001
CUST_0789,0,155,2,21102.8
CUST_0790,1,145,8,45919.16
CUST_0791,1,84,8,62463.07
CUST_0792,0,220,3,9659.93
CUST_0793,0,141,4,24777.65
CUST_0794,1,38,8,48748.34
CUST_0795,1,6,7,27062.11
CUST_0796,0,26,4,25460.72
CUST_0797,1,48,8,58118.44
CUST_0798,1,122,6,53528.05
CUST_0799,1,27,6,49166.7
CUST_0800,2,414,4,18741.18
CUST_0801,2,713,1,1312.7
CUST_0802,1,347,6,76347.68
CUST_0803,0,248,4,27259.72
CUST_0804,1,254,7,73410.58
CUST_0805,1,48,8,41767.86
CUST_0806,1,155,7,53007.08
CUST_0807,0,23,2,11580.64
CUST_0808,0,131,4,11666.95
CUST_0809,0,54,4,21385.960000000003
CUST_0810,0,225,5,29834.76
CUST_0811,0,22,2,3863.78
CUST_0812,1,69,6,51796.04
CUST_0813,1,10,8,40497.92
CUST_0815,0,229,5,23600.820000000003
CUST_0816,1,19,10,106187.65
CUST_0817,2,553,3,43172.89
CUST_0818,0,14,5,37876.38
CUST_0819,0,181,1,5596.13
CUST_0820,0,149,2,19288.11
CUST_0821,2,273,2,5764.72
CUST_0822,1,172,7,55755.76
CUST_0823,2,280,3,20168.59
CUST_0824,1,37,4,51878.94
CUST_0825,1,130,7,60831.62
CUST_0826,0,91,4,28288.92
CUST_0827,2,337,2,17917.88
CUST_0828,0,78,3,14161.46
CUST_0829,0,27,1,13104.83
CUST_0830,2,388,4,12517.19
CUST_0831,0,228,4,9955.75
CUST_0832,0,5,3,6571.570000000001
CUST_0833,1,47,7,90171.71
CUST_0834,2,465,6,31552.07
CUST_0835,0,55,4,26818.7
CUST_0836,0,29,4,44446.53
CUST_0837,0,37,2,24479.63
CUST_0838,2,586,3,49823.04
CUST_0839,2,309,5,42831.24
CUST_0840,0,296,7,19755.46
CUST_0841,0,8,5,22130.29
CUST_0842,0,52,6,18995.32
CUST_0843,0,34,5,20707.07
CUST_0844,0,46,4,20666.95
CUST_0845,0,46,6,16985.989999999998
CUST_0846,2,294,3,24930.92
CUST_0847,2,483,4,27620.05
CUST_0848,2,257,3,29274.75
CUST_0849,1,50,11,82014.26999999999
CUST_0850,0,44,3,14464.22
CUST_0851,0,15,4,22809.16
CUST_0852,0,26,4,8284.960000000001
CUST_0853,0,39,5,24492.44
CUST_0854,0,69,2,1026.48
CUST_0855,0,11,4,49720.82
CUST_0856,0,25,4,18336.72
CUST_0857,1,218,7,59303.08
CUST_0858,0,13,2,20451.75
CUST_0859,0,228,5,40247.11
CUST_0860,0,32,4,31871.73
CUST_0861,2,283,4,20342.21
CUST_0862,1,6,7,55221.61000000001
CUST_0863,1,223,6,46482.39
CUST_0864,1,175,6,47930.57
CUST_0865,0,90,4,27376.11
CUST_0866,1,182,6,36578.72
CUST_0867,0,2,2,6228.33
CUST_0868,1,27,6,63349.3
CUST_0869,0,19,4,18909.71
CUST_0870,1,36,8,50314.71
CUST_0871,0,191,4,37237.93
CUST_0872,1,18,6,44622.48
CUST_0873,1,117,7,31180.4
CUST_0874,1,251,5,49482.6
CUST_0875,0,123,1,3117.6
CUST_0876,0,54,5,22528.69
CUST_0877,0,37,3,27789.53
CUST_0878,1,52,8,62974.78
CUST_0879,2,678,2,17397.870000000003
CUST_0880,1,43,7,56126.68
CUST_0881,1,105,8,63534.1
CUST_0882,0,91,3,5053.65
CUST_0883,0,43,4,21224.56
CUST_0884,2,487,1,15124.34
CUST_0885,1,23,5,67443.61
CUST_0886,1,26,6,35962.67
CUST_0887,0,5,2,11349.02
CUST_0888,0,140,4,14624.37
CUST_0889,2,382,5,15542.47
CUST_0890,2,280,4,35968.56
CUST_0891,0,200,5,32022.52
CUST_0892,1,76,11,76802.67
CUST_0893,0,158,3,23507.0
CUST_0894,0,164,3,23716.15
CUST_0895,0,239,4,25766.36
CUST_0896,0,233,3,19812.99
CUST_0897,1,24,7,30530.68
CUST_0898,1,126,8,28268.38
CUST_0899,1,93,9,59326.31
CUST_0900,0,3,4,27612.04
CUST_0901,0,1,3,24438.46
CUST_0902,1,38,6,36686.65
CUST_0903,0,52,2,4857.11
CUST_0904,0,168,4,13249.4
CUST_0905,0,110,4,44509.02
CUST_0906,0,104,3,8132.79
CUST_0907,1,91,9,57244.64
CUST_0908,1,137,6,33903.25
CUST_0909,1,188,7,42318.28
CUST_0910,0,52,3,20478.49
CUST_0911,0,116,5,22975.95
CUST_0912,2,388,1,7699.9
CUST_0913,0,122,4,31341.06
CUST_0914,0,68,3,21276.93
CUST_0915,1,100,6,38996.55
CUST_0916,1,146,6,33484.03
CUST_0917,0,127,5,24459.3
CUST_0918,2,469,2,12760.62
CUST_0919,2,313,3,21926.11
CUST_0920,0,168,3,3253.63
CUST_0921,1,161,5,48627.64
CUST_0922,1,33,6,43700.76
CUST_0923,1,11,8,57099.11
CUST_0924,0,41,5,31270.0
CUST_0925,0,108,6,28851.210000000003
CUST_0926,2,311,5,41018.54
CUST_0927,0,58,2,23954.68
CUST_0928,2,642,3,8890.36
CUST_0929,1,65,5,53069.490000000005
CUST_0930,1,94,7,43014.04
CUST_0931,0,45,4,27038.08
CUST_0932,0,128,1,24792.75
CUST_0933,0,64,4,36142.25
CUST_0934,1,98,10,90415.5
CUST_0935,0,129,7,22249.44
CUST_0936,2,317,4,33343.29
CUST_0937,1,158,6,38746.29
CUST_0938,1,49,4,51717.04
CUST_0939,2,402,2,3116.6400000000003
CUST_0940,1,38,6,33181.8
CUST_0941,0,29,1,393.18
CUST_0942,0,156,2,5064.0
CUST_0943,0,21,3,48569.5
CUST_0944,1,48,6,41368.59
CUST_0945,0,27,5,32704.23
CUST_0946,0,97,4,33940.84
CUST_0947,0,52,7,16013.4
CUST_0948,0,35,3,5072.81
CUST_0949,2,203,1,2488.0
CUST_0950,1,107,8,81023.24
CUST_0951,1,227,5,42855.25
CUST_0952,0,8,5,34392.34
CUST_0953,2,366,5,36903.6
CUST_0954,1,302,10,60732.92
CUST_0955,1,94,8,53701.0
CUST_0956,1,107,8,77935.72
CUST_0957,2,413,1,2054.62
CUST_0958,0,203,3,17951.260000000002
CUST_0959,1,184,6,33654.35
CUST_0960,0,119,4,25426.56
CUST_0961,2,235,1,3568.8
CUST_0962,1,115,5,51669.93
CUST_0963,1,96,5,53437.08
CUST_0964,0,15,5,26493.19
CUST_0965,0,60,6,28933.83
CUST_0966,0,12,4,41800.75
CUST_0967,2,416,1,5381.16
CUST_0968,1,1,10,40016.28999999999
CUST_0969,0,12,3,10080.84
CUST_0970,1,9,6,41317.17
CUST_0971,2,435,4,28310.46
CUST_0973,1,31,9,82582.65000000001
CUST_0974,2,359,3,7227.67
CUST_0975,1,339,6,77707.29000000001
CUST_0976,0,165,4,39828.29
CUST_0977,2,249,2,2369.02
CUST_0978,2,275,4,28286.22
CUST_0979,0,8,3,16064.7
CUST_0980,0,77,3,6590.6
CUST_0981,1,186,5,56543.68
CUST_0982,2,292,1,12687.85
CUST_0983,0,2,4,28075.53
CUST_0984,0,270,4,48036.15
CUST_0985,2,714,1,6803.64
CUST_0986,2,454,3,22021.43
CUST_0987,0,258,3,52485.21000000001
CUST_0988,1,5,10,62967.58
CUST_0989,2,281,3,24648.78
CUST_0990,0,22,4,21969.22
CUST_0991,0,47,6,19224.33
CUST_0992,1,14,9,69579.01
CUST_0993,0,13,4,28303.4
CUST_0994,0,23,7,20634.28
CUST_0995,1,111,5,41934.15
CUST_0996,0,261,5,27113.33
CUST_0997,1,210,6,34151.08
CUST_0998,0,7,4,25121.32
CUST_0999,0,94,2,14496.64
CUST_1000,1,233,5,63529.76
